source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0007399,nervous system development,7.302075998715544e-13,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",1196,92,39,11686,0.42391304347826086,0.03260869565217391,query_1,['GO:0048731']
GO:BP,GO:0030154,cell differentiation,2.813825255591727e-12,True,"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]",1768,92,46,11686,0.5,0.026018099547511313,query_1,['GO:0048869']
GO:BP,GO:0048699,generation of neurons,1.148058896684481e-11,True,"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]",903,92,33,11686,0.358695652173913,0.036544850498338874,query_1,['GO:0022008']
GO:BP,GO:0007389,pattern specification process,1.1961085091419849e-11,True,"""Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."" [GOC:go_curators, GOC:isa_complete, ISBN:0521436125]",521,92,26,11686,0.2826086956521739,0.04990403071017274,query_1,"['GO:0007275', 'GO:0032501']"
GO:BP,GO:0022008,neurogenesis,1.431405977158858e-11,True,"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",972,92,34,11686,0.3695652173913043,0.03497942386831276,query_1,"['GO:0007399', 'GO:0030154']"
GO:BP,GO:0003002,regionalization,2.8490704388868384e-11,True,"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]",492,92,25,11686,0.2717391304347826,0.0508130081300813,query_1,['GO:0007389']
GO:BP,GO:0030182,neuron differentiation,3.8407862207766334e-10,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]",832,92,30,11686,0.32608695652173914,0.036057692307692304,query_1,"['GO:0030154', 'GO:0048699']"
GO:BP,GO:0048468,cell development,1.1203233093054658e-08,True,"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]",1450,92,37,11686,0.40217391304347827,0.025517241379310347,query_1,"['GO:0030154', 'GO:0048856', 'GO:0048869']"
GO:BP,GO:0048666,neuron development,1.4563598051615003e-08,True,"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]",651,92,25,11686,0.2717391304347826,0.03840245775729647,query_1,"['GO:0030182', 'GO:0048468']"
GO:BP,GO:0000902,cell morphogenesis,2.5261809977326605e-07,True,"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]",567,92,22,11686,0.2391304347826087,0.03880070546737213,query_1,['GO:0009653']
GO:BP,GO:0008587,imaginal disc-derived wing margin morphogenesis,2.9695291398219384e-07,True,"""The process in which the anatomical structures of the imaginal disc-derived wing margin are generated and organized. The wing margin is a strip of cells in the third instar disc at the boundary between the presumptive dorsal and ventral surfaces of the wing blade."" [GOC:bf, GOC:mtg_sensu, ISBN:0879694238]",55,92,9,11686,0.09782608695652174,0.16363636363636364,query_1,"['GO:0007476', 'GO:0009886']"
GO:BP,GO:0097485,neuron projection guidance,4.236699469577958e-07,True,"""The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues."" [GOC:BHF, GOC:rl, PMID:22790009]",282,92,16,11686,0.17391304347826086,0.05673758865248227,query_1,"['GO:0031175', 'GO:0048812']"
GO:BP,GO:0048667,cell morphogenesis involved in neuron differentiation,1.0415056243321343e-06,True,"""The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."" [GOC:dph, GOC:tb]",445,92,19,11686,0.20652173913043478,0.04269662921348315,query_1,"['GO:0000902', 'GO:0048666']"
GO:BP,GO:0048812,neuron projection morphogenesis,1.2544518871532114e-06,True,"""The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites."" [GOC:mah]",450,92,19,11686,0.20652173913043478,0.042222222222222223,query_1,"['GO:0031175', 'GO:0120039']"
GO:BP,GO:0120039,plasma membrane bounded cell projection morphogenesis,1.350427546051504e-06,True,"""The process in which the anatomical structures of a plasma membrane bounded cell projection are generated and organized."" [GOC:krc]",452,92,19,11686,0.20652173913043478,0.0420353982300885,query_1,['GO:0048858']
GO:BP,GO:0009888,tissue development,1.3538216498391506e-06,True,"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]",680,92,23,11686,0.25,0.033823529411764704,query_1,['GO:0048856']
GO:BP,GO:0048858,cell projection morphogenesis,1.4531807319098618e-06,True,"""The process in which the anatomical structures of a cell projection are generated and organized."" [GO_REF:0000021]",454,92,19,11686,0.20652173913043478,0.04185022026431718,query_1,"['GO:0000902', 'GO:0009653', 'GO:0030030']"
GO:BP,GO:0007411,axon guidance,2.545773128578524e-06,True,"""The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues."" [ISBN:0878932437]",274,92,15,11686,0.16304347826086957,0.05474452554744526,query_1,"['GO:0007409', 'GO:0097485']"
GO:BP,GO:0065007,biological regulation,3.395189978109086e-06,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",4608,92,64,11686,0.6956521739130435,0.013888888888888888,query_1,['GO:0008150']
TF,TF:M02323,Factor: Trl; motif: YYNCTCTCTN,3.919398540763092e-06,True,Factor: Trl; motif: YYNCTCTCTN,1146,99,27,13981,0.2727272727272727,0.02356020942408377,query_1,['TF:M00000']
GO:BP,GO:0031175,neuron projection development,5.834399489018992e-06,True,"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]",494,92,19,11686,0.20652173913043478,0.038461538461538464,query_1,"['GO:0048666', 'GO:0120036']"
GO:BP,GO:0050794,regulation of cellular process,1.3028115042343686e-05,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",4130,92,59,11686,0.6413043478260869,0.014285714285714285,query_1,"['GO:0009987', 'GO:0050789']"
GO:BP,GO:0050789,regulation of biological process,3.0325069525204287e-05,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",4335,92,60,11686,0.6521739130434783,0.01384083044982699,query_1,"['GO:0008150', 'GO:0065007']"
GO:BP,GO:0007409,axonogenesis,4.109079409092178e-05,True,"""De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."" [GOC:dph, GOC:jid, GOC:pg, GOC:pr, ISBN:0198506732]",337,92,15,11686,0.16304347826086957,0.04451038575667656,query_1,"['GO:0048667', 'GO:0048812', 'GO:0061564']"
GO:BP,GO:0035218,leg disc development,5.5759895683093624e-05,True,"""Progression of the leg imaginal disc over time, from its initial formation through to its metamorphosis to form adult structures including the leg, coxa and ventral thoracic pleura."" [GOC:bf, ISBN:0879694238]",98,92,9,11686,0.09782608695652174,0.09183673469387756,query_1,['GO:0007444']
GO:BP,GO:0007480,imaginal disc-derived leg morphogenesis,6.195984662150472e-05,True,"""The process in which the anatomical structures of a leg derived from an imaginal disc are generated and organized. A leg is a limb on which an animal walks and stands. An example of this is found in Drosophila melanogaster."" [GOC:mtg_sensu, ISBN:0879694238]",71,92,8,11686,0.08695652173913043,0.11267605633802817,query_1,"['GO:0007478', 'GO:0035114', 'GO:0035120']"
GO:BP,GO:0060429,epithelium development,8.060611138757209e-05,True,"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]",582,92,19,11686,0.20652173913043478,0.03264604810996564,query_1,['GO:0009888']
GO:BP,GO:0060541,respiratory system development,8.351523465913073e-05,True,"""The progression of the respiratory system over time from its formation to its mature structure. The respiratory system carries out respiratory gaseous exchange."" [GOC:dph]",258,92,13,11686,0.14130434782608695,0.050387596899224806,query_1,['GO:0048731']
GO:BP,GO:0061564,axon development,8.440598758100725e-05,True,"""The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."" [GOC:dph, GOC:pg, GOC:pr]",356,92,15,11686,0.16304347826086957,0.042134831460674156,query_1,['GO:0031175']
GO:BP,GO:0007478,leg disc morphogenesis,9.57654235369839e-05,True,"""The process in which the anatomical structures derived from the leg disc are generated and organized. This includes the transformation of a leg imaginal disc from a monolayered epithelium in the larvae of holometabolous insects into recognizable adult structures including the leg, coxa and ventral thoracic pleura."" [GOC:bf, ISBN:0879694238]",75,92,8,11686,0.08695652173913043,0.10666666666666667,query_1,"['GO:0007560', 'GO:0035218']"
GO:BP,GO:0010557,positive regulation of macromolecule biosynthetic process,0.00018249454438899052,True,"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",678,92,20,11686,0.21739130434782608,0.029498525073746312,query_1,"['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']"
GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,0.000204671352013193,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",890,92,23,11686,0.25,0.025842696629213482,query_1,"['GO:0009893', 'GO:0043170', 'GO:0060255']"
GO:BP,GO:0050793,regulation of developmental process,0.0002256001557433196,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",687,92,20,11686,0.21739130434782608,0.02911208151382824,query_1,"['GO:0032502', 'GO:0050789']"
GO:BP,GO:0040007,growth,0.00023431695807231718,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]",441,92,16,11686,0.17391304347826086,0.036281179138321996,query_1,['GO:0008150']
GO:BP,GO:0008038,neuron recognition,0.0002590178080591348,True,"""The process in which a neuronal cell in a multicellular organism interprets its surroundings."" [GOC:go_curators]",117,92,9,11686,0.09782608695652174,0.07692307692307693,query_1,"['GO:0008037', 'GO:0048666']"
GO:BP,GO:0009891,positive regulation of biosynthetic process,0.0003045349505693683,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",700,92,20,11686,0.21739130434782608,0.02857142857142857,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009893']"
GO:BP,GO:0008037,cell recognition,0.00039710763678056584,True,"""The process in which a cell in an organism interprets its surroundings."" [GOC:go_curators]",123,92,9,11686,0.09782608695652174,0.07317073170731707,query_1,['GO:0009987']
GO:BP,GO:0007424,open tracheal system development,0.0004345665877283378,True,"""The process whose specific outcome is the progression of an open tracheal system over time, from its formation to the mature structure. An open tracheal system is a respiratory system, a branched network of epithelial tubes that supplies oxygen to target tissues via spiracles. An example of this is found in Drosophila melanogaster."" [GOC:mtg_sensu, PMID:8625828]",249,92,12,11686,0.13043478260869565,0.04819277108433735,query_1,['GO:0060541']
GO:BP,GO:0048518,positive regulation of biological process,0.0005521991766877665,True,"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",1856,92,34,11686,0.3695652173913043,0.018318965517241378,query_1,"['GO:0008150', 'GO:0050789']"
GO:BP,GO:0120036,plasma membrane bounded cell projection organization,0.0006456619067611114,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",734,92,20,11686,0.21739130434782608,0.027247956403269755,query_1,['GO:0030030']
GO:BP,GO:0010628,positive regulation of gene expression,0.0006473518903220136,True,"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",212,92,11,11686,0.11956521739130435,0.05188679245283019,query_1,"['GO:0010467', 'GO:0010468', 'GO:0010557']"
GO:BP,GO:0051239,regulation of multicellular organismal process,0.0007226057763917039,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",605,92,18,11686,0.1956521739130435,0.02975206611570248,query_1,"['GO:0032501', 'GO:0050789']"
GO:BP,GO:0040008,regulation of growth,0.0008526788375915736,True,"""Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."" [GOC:ems, GOC:mah]",316,92,13,11686,0.14130434782608695,0.04113924050632911,query_1,"['GO:0040007', 'GO:0050789']"
GO:BP,GO:0048589,developmental growth,0.0009154354563126267,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]",372,92,14,11686,0.15217391304347827,0.03763440860215054,query_1,"['GO:0032502', 'GO:0040007']"
GO:BP,GO:0030030,cell projection organization,0.0009243224203655491,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, PMID:16318917]",751,92,20,11686,0.21739130434782608,0.02663115845539281,query_1,['GO:0016043']
GO:BP,GO:0007423,sensory organ development,0.0010071991031075716,True,"""The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure."" [GOC:go_curators]",492,92,16,11686,0.17391304347826086,0.032520325203252036,query_1,['GO:0048513']
GO:BP,GO:0009893,positive regulation of metabolic process,0.0011765039919119239,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",983,92,23,11686,0.25,0.023397761953204477,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048522']"
GO:BP,GO:0048749,compound eye development,0.0011780741383895209,True,"""The process whose specific outcome is the progression of the compound eye over time, from its formation to the mature structure. The compound eye is an organ of sight that contains multiple repeating units, often arranged hexagonally. Each unit has its own lens and photoreceptor cell(s) and can generate either a single pixelated image or multiple images, per eye."" [GOC:jid, GOC:mtg_sensu, Wikipedia:Eye]",380,92,14,11686,0.15217391304347827,0.03684210526315789,query_1,['GO:0001654']
GO:BP,GO:0048522,positive regulation of cellular process,0.0013435692711232503,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",1744,92,32,11686,0.34782608695652173,0.01834862385321101,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']"
GO:BP,GO:0002181,cytoplasmic translation,0.0014990177558617734,True,"""The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein."" [GOC:hjd]",144,92,9,11686,0.09782608695652174,0.0625,query_1,['GO:0006412']
KEGG,KEGG:04310,Wnt signaling pathway,0.0015402590450280238,True,Wnt signaling pathway,110,33,7,3541,0.21212121212121213,0.06363636363636363,query_1,['KEGG:00000']
GO:BP,GO:0035282,segmentation,0.0021840998023392316,True,"""The regionalization process that divides an organism or part of an organism into a series of semi-repetitive parts, or segments, often arranged along a longitudinal axis."" [PMID:10611687, PMID:9706689]",240,92,11,11686,0.11956521739130435,0.04583333333333333,query_1,['GO:0003002']
GO:BP,GO:0048638,regulation of developmental growth,0.002273907111429478,True,"""Any process that modulates the frequency, rate or extent of developmental growth."" [GOC:go_curators]",241,92,11,11686,0.11956521739130435,0.04564315352697095,query_1,"['GO:0040008', 'GO:0048589', 'GO:0050793']"
GO:BP,GO:0048880,sensory system development,0.00228210929867861,True,"""The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure."" [GOC:dgh]",402,92,14,11686,0.15217391304347827,0.03482587064676617,query_1,['GO:0048731']
GO:BP,GO:0001654,eye development,0.00228210929867861,True,"""The process whose specific outcome is the progression of the eye over time, from its formation to the mature structure. The eye is the organ of sight."" [GOC:jid, GOC:jl]",402,92,14,11686,0.15217391304347827,0.03482587064676617,query_1,"['GO:0007423', 'GO:0150063']"
GO:BP,GO:0150063,visual system development,0.00228210929867861,True,"""The process whose specific outcome is the progression of the visual system over time, from its formation to the mature structure, including the eye, parts of the central nervous system (CNS) involved in processing of visual inputs, and connecting nerve pathways."" [GOC:aruk, GOC:bc, GOC:krc, PMID:15004427, PMID:20647017, PMID:22632727]",402,92,14,11686,0.15217391304347827,0.03482587064676617,query_1,['GO:0048880']
GO:BP,GO:0010467,gene expression,0.003198429700269947,True,"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]",2798,92,42,11686,0.45652173913043476,0.01501072194424589,query_1,['GO:0009059']
GO:BP,GO:0010468,regulation of gene expression,0.003294818709894768,True,"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",1725,92,31,11686,0.33695652173913043,0.017971014492753623,query_1,"['GO:0010467', 'GO:0010556']"
GO:BP,GO:0051252,regulation of RNA metabolic process,0.003905545140980204,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1300,92,26,11686,0.2826086956521739,0.02,query_1,"['GO:0016070', 'GO:0019219', 'GO:0060255']"
GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,0.004054764982754665,True,"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",1742,92,31,11686,0.33695652173913043,0.017795637198622274,query_1,"['GO:0009059', 'GO:0009889', 'GO:0060255']"
GO:BP,GO:0019219,regulation of nucleobase-containing compound metabolic process,0.004075059948270303,True,"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",1388,92,27,11686,0.29347826086956524,0.019452449567723344,query_1,"['GO:0006139', 'GO:0080090']"
