source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0061564,axon development,4.194654471649988e-10,True,"""The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."" [GOC:dph, GOC:pg, GOC:pr]",356,94,21,11686,0.22340425531914893,0.05898876404494382,query_1,['GO:0031175']
GO:BP,GO:0007560,imaginal disc morphogenesis,5.946506444790092e-10,True,"""The process in which the anatomical structures derived from an imaginal disc are generated and organized. The imaginal discs are epithelial infoldings in the larvae of holometabolous insects that develop into adult appendages (legs, antennae, wings, etc.) during metamorphosis from larval to adult form."" [GOC:jid]",406,94,22,11686,0.23404255319148937,0.054187192118226604,query_1,"['GO:0007444', 'GO:0007552', 'GO:0009887', 'GO:0048707']"
GO:BP,GO:0035295,tube development,5.964527282862085e-10,True,"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]",245,94,18,11686,0.19148936170212766,0.07346938775510205,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,6.932952063479414e-10,True,"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",1742,94,43,11686,0.4574468085106383,0.02468427095292767,query_1,"['GO:0009059', 'GO:0009889', 'GO:0060255']"
GO:BP,GO:0010160,formation of animal organ boundary,1.1470155825133345e-09,True,"""The regionalization process that specifies animal organ primordium boundaries resulting in a restriction of organogenesis to a limited spatial domain and keeping the organ separate from surrounding tissues."" [GOC:dph, GOC:isa_complete, PMID:9611175]",44,94,10,11686,0.10638297872340426,0.22727272727272727,query_1,"['GO:0003002', 'GO:0048645', 'GO:0048859']"
GO:BP,GO:0009889,regulation of biosynthetic process,1.384132327045046e-09,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",1777,94,43,11686,0.4574468085106383,0.024198086662915026,query_1,"['GO:0009058', 'GO:0019222']"
GO:BP,GO:0120036,plasma membrane bounded cell projection organization,1.3883985358262607e-09,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",734,94,28,11686,0.2978723404255319,0.03814713896457766,query_1,['GO:0030030']
GO:BP,GO:0007409,axonogenesis,1.4620191902121451e-09,True,"""De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."" [GOC:dph, GOC:jid, GOC:pg, GOC:pr, ISBN:0198506732]",337,94,20,11686,0.2127659574468085,0.05934718100890208,query_1,"['GO:0048667', 'GO:0048812', 'GO:0061564']"
GO:BP,GO:0050793,regulation of developmental process,1.9227280862941895e-09,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",687,94,27,11686,0.2872340425531915,0.039301310043668124,query_1,"['GO:0032502', 'GO:0050789']"
GO:BP,GO:0030030,cell projection organization,2.417534149745193e-09,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, PMID:16318917]",751,94,28,11686,0.2978723404255319,0.037283621837549935,query_1,['GO:0016043']
GO:BP,GO:0010468,regulation of gene expression,2.4225042837228602e-09,True,"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",1725,94,42,11686,0.44680851063829785,0.02434782608695652,query_1,"['GO:0010467', 'GO:0010556']"
GO:BP,GO:0048707,instar larval or pupal morphogenesis,3.1048714600200738e-09,True,"""The process, occurring during instar larval or pupal development, by which anatomical structures are generated and organized."" [GOC:mtg_sensu, GOC:rc]",441,94,22,11686,0.23404255319148937,0.049886621315192746,query_1,"['GO:0002165', 'GO:0009886']"
GO:BP,GO:0060255,regulation of macromolecule metabolic process,3.340322222819444e-09,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2076,94,46,11686,0.48936170212765956,0.022157996146435453,query_1,"['GO:0019222', 'GO:0043170']"
GO:BP,GO:0009790,embryo development,3.5971968364054196e-09,True,"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",543,94,24,11686,0.2553191489361702,0.04419889502762431,query_1,['GO:0007275']
GO:BP,GO:0001654,eye development,4.352417083948484e-09,True,"""The process whose specific outcome is the progression of the eye over time, from its formation to the mature structure. The eye is the organ of sight."" [GOC:jid, GOC:jl]",402,94,21,11686,0.22340425531914893,0.05223880597014925,query_1,"['GO:0007423', 'GO:0150063']"
GO:BP,GO:0048880,sensory system development,4.352417083948484e-09,True,"""The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure."" [GOC:dgh]",402,94,21,11686,0.22340425531914893,0.05223880597014925,query_1,['GO:0048731']
GO:BP,GO:0150063,visual system development,4.352417083948484e-09,True,"""The process whose specific outcome is the progression of the visual system over time, from its formation to the mature structure, including the eye, parts of the central nervous system (CNS) involved in processing of visual inputs, and connecting nerve pathways."" [GOC:aruk, GOC:bc, GOC:krc, PMID:15004427, PMID:20647017, PMID:22632727]",402,94,21,11686,0.22340425531914893,0.05223880597014925,query_1,['GO:0048880']
GO:BP,GO:0007476,imaginal disc-derived wing morphogenesis,5.0935791059700725e-09,True,"""The process in which the anatomical structures of the imaginal disc-derived wing are generated and organized. The wing is an appendage modified for flying."" [GOC:bf, GOC:mtg_sensu]",278,94,18,11686,0.19148936170212766,0.06474820143884892,query_1,"['GO:0007472', 'GO:0035114', 'GO:0035120']"
GO:BP,GO:0009791,post-embryonic development,5.165968170065795e-09,True,"""The process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure. See embryonic development."" [GOC:go_curators]",660,94,26,11686,0.2765957446808511,0.03939393939393939,query_1,"['GO:0007275', 'GO:0032501']"
GO:BP,GO:0009886,post-embryonic animal morphogenesis,6.02003550812947e-09,True,"""The process, occurring after animal embryonic development, by which anatomical structures are generated and organized."" [GOC:go_curators]",456,94,22,11686,0.23404255319148937,0.04824561403508772,query_1,"['GO:0009653', 'GO:0009791']"
GO:BP,GO:0016043,cellular component organization,7.953439021988763e-09,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]",3178,94,57,11686,0.6063829787234043,0.017935808684707365,query_1,['GO:0071840']
GO:BP,GO:0007552,metamorphosis,9.627509239915613e-09,True,"""A biological process in which an animal physically develops after birth or hatching, involving a conspicuous and relatively abrupt change in the animal's form or structure. Examples include the change from tadpole to frog, and the change from larva to adult. An example of this is found in Drosophila melanogaster."" [GOC:sensu, ISBN:0198506732, ISBN:0721662544]",467,94,22,11686,0.23404255319148937,0.047109207708779445,query_1,['GO:0007275']
GO:BP,GO:0007472,wing disc morphogenesis,1.0962007037546697e-08,True,"""The process in which the anatomical structures derived from the wing disc are generated and organized. This includes the transformation of a wing imaginal disc from a monolayered epithelium in the larvae of holometabolous insects into recognizable adult structures including the wing hinge, wing blade and pleura."" [GOC:bf, ISBN:0879694238]",291,94,18,11686,0.19148936170212766,0.061855670103092786,query_1,"['GO:0007560', 'GO:0035220']"
GO:BP,GO:0002009,morphogenesis of an epithelium,1.4662344259868353e-08,True,"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]",338,94,19,11686,0.20212765957446807,0.05621301775147929,query_1,"['GO:0048729', 'GO:0060429']"
GO:BP,GO:0048737,imaginal disc-derived appendage development,1.543607566842429e-08,True,"""The process whose specific outcome is the progression of an appendage over time, from its formation in the imaginal disc to the mature structure. An appendage is an organ or part that is attached to the trunk of an organism."" [GOC:jid, GOC:mtg_sensu, GOC:rc]",339,94,19,11686,0.20212765957446807,0.05604719764011799,query_1,['GO:0048736']
GO:BP,GO:0006357,regulation of transcription by RNA polymerase II,1.6322176483543173e-08,True,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",939,94,30,11686,0.3191489361702128,0.03194888178913738,query_1,"['GO:0006355', 'GO:0006366']"
GO:BP,GO:0048736,appendage development,1.799215308620127e-08,True,"""The process whose specific outcome is the progression of an appendage over time, from its formation to the mature structure. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [GOC:jid, GOC:rc]",342,94,19,11686,0.20212765957446807,0.05555555555555555,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0006366,transcription by RNA polymerase II,2.4905672297581057e-08,True,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]",1021,94,31,11686,0.32978723404255317,0.030362389813907934,query_1,['GO:0006351']
GO:BP,GO:0040007,growth,2.509684322888537e-08,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]",441,94,21,11686,0.22340425531914893,0.047619047619047616,query_1,['GO:0008150']
GO:BP,GO:0016477,cell migration,3.8815683594808337e-08,True,"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]",314,94,18,11686,0.19148936170212766,0.05732484076433121,query_1,['GO:0048870']
GO:BP,GO:0048729,tissue morphogenesis,4.585846456844568e-08,True,"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]",361,94,19,11686,0.20212765957446807,0.05263157894736842,query_1,"['GO:0009653', 'GO:0009888']"
GO:BP,GO:0035120,post-embryonic appendage morphogenesis,6.18566574453193e-08,True,"""The process, occurring after embryonic development, by which the anatomical structures of an appendage are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [ISBN:0582227089]",323,94,18,11686,0.19148936170212766,0.05572755417956656,query_1,"['GO:0009886', 'GO:0035107']"
GO:BP,GO:0019222,regulation of metabolic process,6.307509375963946e-08,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",2253,94,46,11686,0.48936170212765956,0.020417221482467822,query_1,"['GO:0008152', 'GO:0050794']"
GO:BP,GO:0071840,cellular component organization or biogenesis,9.577261584677172e-08,True,"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]",3365,94,57,11686,0.6063829787234043,0.016939078751857354,query_1,['GO:0009987']
GO:BP,GO:0035114,imaginal disc-derived appendage morphogenesis,9.712756244396308e-08,True,"""The process in which the anatomical structures of appendages are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism."" [GOC:mtg_sensu, ISBN:0582227089]",332,94,18,11686,0.19148936170212766,0.05421686746987952,query_1,"['GO:0035107', 'GO:0048737']"
GO:BP,GO:0035107,appendage morphogenesis,1.0716475835637108e-07,True,"""The process in which the anatomical structures of appendages are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [ISBN:0582227089]",334,94,18,11686,0.19148936170212766,0.05389221556886228,query_1,"['GO:0009653', 'GO:0048736']"
GO:BP,GO:0048749,compound eye development,1.1056039424993702e-07,True,"""The process whose specific outcome is the progression of the compound eye over time, from its formation to the mature structure. The compound eye is an organ of sight that contains multiple repeating units, often arranged hexagonally. Each unit has its own lens and photoreceptor cell(s) and can generate either a single pixelated image or multiple images, per eye."" [GOC:jid, GOC:mtg_sensu, Wikipedia:Eye]",380,94,19,11686,0.20212765957446807,0.05,query_1,['GO:0001654']
GO:BP,GO:0051252,regulation of RNA metabolic process,1.1696363803291149e-07,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1300,94,34,11686,0.3617021276595745,0.026153846153846153,query_1,"['GO:0016070', 'GO:0019219', 'GO:0060255']"
GO:BP,GO:0080090,regulation of primary metabolic process,1.290750836609547e-07,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",1860,94,41,11686,0.43617021276595747,0.02204301075268817,query_1,"['GO:0019222', 'GO:0044238']"
TF,TF:M02323,Factor: Trl; motif: YYNCTCTCTN,1.8457380575317431e-07,True,Factor: Trl; motif: YYNCTCTCTN,1146,99,29,13981,0.29292929292929293,0.02530541012216405,query_1,['TF:M00000']
GO:BP,GO:0006351,DNA-templated transcription,2.0477714157642372e-07,True,"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]",1253,94,33,11686,0.35106382978723405,0.026336791699920193,query_1,"['GO:0010467', 'GO:0032774']"
GO:BP,GO:0072001,renal system development,2.062329998178941e-07,True,"""The process whose specific outcome is the progression of the renal system over time, from its formation to the mature structure. The renal system maintains fluid balance and contributes to electrolyte balance, acid/base balance, and disposal of nitrogenous waste products. In humans, the renal system comprises a pair of kidneys, a pair of ureters, urinary bladder, urethra, sphincter muscle and associated blood vessels."" [GOC:mtg_kidney_jan10, GOC:yaf, PMID:6996269]",72,94,10,11686,0.10638297872340426,0.1388888888888889,query_1,['GO:0048731']
GO:BP,GO:0002165,instar larval or pupal development,3.008192923910787e-07,True,"""The process whose specific outcome is the progression of the instar larva or pupa over time, from its formation to the mature structure. An example of this process is found in Drosophila melanogaster."" [GOC:jid, GOC:mtg_sensu]",558,94,22,11686,0.23404255319148937,0.03942652329749104,query_1,"['GO:0007275', 'GO:0009791']"
