source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0032501,multicellular organismal process,7.498918897963075e-20,True,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",3205,91,70,11686,0.7692307692307693,0.0218408736349454,query_1,['GO:0008150']
GO:BP,GO:0050789,regulation of biological process,7.621158323718407e-19,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",4335,91,78,11686,0.8571428571428571,0.017993079584775088,query_1,"['GO:0008150', 'GO:0065007']"
GO:BP,GO:0048731,system development,1.5089116472543782e-18,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",1527,91,50,11686,0.5494505494505495,0.03274394237066143,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0050794,regulation of cellular process,2.406803741945973e-18,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",4130,91,76,11686,0.8351648351648352,0.018401937046004842,query_1,"['GO:0009987', 'GO:0050789']"
GO:BP,GO:0065007,biological regulation,6.0056953359223384e-18,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",4608,91,79,11686,0.8681318681318682,0.017144097222222224,query_1,['GO:0008150']
GO:BP,GO:0009791,post-embryonic development,6.621372958566306e-18,True,"""The process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure. See embryonic development."" [GOC:go_curators]",660,91,35,11686,0.38461538461538464,0.05303030303030303,query_1,"['GO:0007275', 'GO:0032501']"
GO:BP,GO:0001654,eye development,7.693430598204672e-18,True,"""The process whose specific outcome is the progression of the eye over time, from its formation to the mature structure. The eye is the organ of sight."" [GOC:jid, GOC:jl]",402,91,29,11686,0.31868131868131866,0.07213930348258707,query_1,"['GO:0007423', 'GO:0150063']"
GO:BP,GO:0048880,sensory system development,7.693430598204672e-18,True,"""The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure."" [GOC:dgh]",402,91,29,11686,0.31868131868131866,0.07213930348258707,query_1,['GO:0048731']
GO:BP,GO:0150063,visual system development,7.693430598204672e-18,True,"""The process whose specific outcome is the progression of the visual system over time, from its formation to the mature structure, including the eye, parts of the central nervous system (CNS) involved in processing of visual inputs, and connecting nerve pathways."" [GOC:aruk, GOC:bc, GOC:krc, PMID:15004427, PMID:20647017, PMID:22632727]",402,91,29,11686,0.31868131868131866,0.07213930348258707,query_1,['GO:0048880']
GO:BP,GO:0048749,compound eye development,2.345831225621134e-17,True,"""The process whose specific outcome is the progression of the compound eye over time, from its formation to the mature structure. The compound eye is an organ of sight that contains multiple repeating units, often arranged hexagonally. Each unit has its own lens and photoreceptor cell(s) and can generate either a single pixelated image or multiple images, per eye."" [GOC:jid, GOC:mtg_sensu, Wikipedia:Eye]",380,91,28,11686,0.3076923076923077,0.07368421052631578,query_1,['GO:0001654']
GO:BP,GO:0007552,metamorphosis,3.932803323026496e-17,True,"""A biological process in which an animal physically develops after birth or hatching, involving a conspicuous and relatively abrupt change in the animal's form or structure. Examples include the change from tadpole to frog, and the change from larva to adult. An example of this is found in Drosophila melanogaster."" [GOC:sensu, ISBN:0198506732, ISBN:0721662544]",467,91,30,11686,0.32967032967032966,0.06423982869379015,query_1,['GO:0007275']
GO:BP,GO:0035220,wing disc development,4.725473996348004e-17,True,"""Progression of the wing disc over time, from its initial formation through to its metamorphosis to form adult structures including the wing hinge, wing blade and pleura."" [GOC:bf, ISBN:0879694238]",390,91,28,11686,0.3076923076923077,0.07179487179487179,query_1,['GO:0007444']
GO:BP,GO:0048592,eye morphogenesis,9.381729908641148e-17,True,"""The process in which the anatomical structures of the eye are generated and organized."" [GOC:jid, GOC:mtg_sensu]",326,91,26,11686,0.2857142857142857,0.07975460122699386,query_1,"['GO:0001654', 'GO:0090596']"
GO:BP,GO:0090596,sensory organ morphogenesis,9.381729908641148e-17,True,"""Morphogenesis of a sensory organ. A sensory organ is defined as a tissue or set of tissues that work together to receive and transmit signals from external or internal stimuli. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:kmv, ISBN:978-0199210893]",326,91,26,11686,0.2857142857142857,0.07975460122699386,query_1,"['GO:0007423', 'GO:0009887']"
GO:BP,GO:0007444,imaginal disc development,1.2795673707669047e-16,True,"""The process whose specific outcome is the progression of the imaginal disc over time, from its formation to the metamorphosis to form adult structures. Imaginal discs are epithelial infoldings in the larvae of holometabolous insects that develop into adult structures (legs, antennae, wings, etc.)."" [GOC:bf, ISBN:0879694238]",576,91,32,11686,0.3516483516483517,0.05555555555555555,query_1,['GO:0048513']
GO:BP,GO:0035114,imaginal disc-derived appendage morphogenesis,1.486342172543468e-16,True,"""The process in which the anatomical structures of appendages are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism."" [GOC:mtg_sensu, ISBN:0582227089]",332,91,26,11686,0.2857142857142857,0.0783132530120482,query_1,"['GO:0035107', 'GO:0048737']"
GO:BP,GO:0035107,appendage morphogenesis,1.7291608062018938e-16,True,"""The process in which the anatomical structures of appendages are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [ISBN:0582227089]",334,91,26,11686,0.2857142857142857,0.07784431137724551,query_1,"['GO:0009653', 'GO:0048736']"
GO:BP,GO:0048737,imaginal disc-derived appendage development,2.5131622722558413e-16,True,"""The process whose specific outcome is the progression of an appendage over time, from its formation in the imaginal disc to the mature structure. An appendage is an organ or part that is attached to the trunk of an organism."" [GOC:jid, GOC:mtg_sensu, GOC:rc]",339,91,26,11686,0.2857142857142857,0.07669616519174041,query_1,['GO:0048736']
GO:BP,GO:0048736,appendage development,3.1359636831890795e-16,True,"""The process whose specific outcome is the progression of an appendage over time, from its formation to the mature structure. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [GOC:jid, GOC:rc]",342,91,26,11686,0.2857142857142857,0.07602339181286549,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0007476,imaginal disc-derived wing morphogenesis,4.795388997341733e-16,True,"""The process in which the anatomical structures of the imaginal disc-derived wing are generated and organized. The wing is an appendage modified for flying."" [GOC:bf, GOC:mtg_sensu]",278,91,24,11686,0.26373626373626374,0.08633093525179857,query_1,"['GO:0007472', 'GO:0035114', 'GO:0035120']"
GO:BP,GO:0002165,instar larval or pupal development,5.556335433665432e-16,True,"""The process whose specific outcome is the progression of the instar larva or pupa over time, from its formation to the mature structure. An example of this process is found in Drosophila melanogaster."" [GOC:jid, GOC:mtg_sensu]",558,91,31,11686,0.34065934065934067,0.05555555555555555,query_1,"['GO:0007275', 'GO:0009791']"
GO:BP,GO:0001745,compound eye morphogenesis,6.552051697329661e-16,True,"""The morphogenetic process in which the anatomical structures of the compound eye are generated and organized. The adult compound eye is a precise assembly of 700-800 ommatidia. Each ommatidium is composed of 20 cells, identified by cell type and position. An example of compound eye morphogenesis is found in Drosophila melanogaster."" [GOC:dph, GOC:mtg_sensu]",316,91,25,11686,0.27472527472527475,0.07911392405063292,query_1,"['GO:0048592', 'GO:0048749']"
GO:BP,GO:0035120,post-embryonic appendage morphogenesis,1.1135890206541311e-15,True,"""The process, occurring after embryonic development, by which the anatomical structures of an appendage are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [ISBN:0582227089]",323,91,25,11686,0.27472527472527475,0.07739938080495357,query_1,"['GO:0009886', 'GO:0035107']"
GO:BP,GO:0007399,nervous system development,1.232213747686488e-15,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",1196,91,42,11686,0.46153846153846156,0.03511705685618729,query_1,['GO:0048731']
GO:BP,GO:0007472,wing disc morphogenesis,1.398764329844474e-15,True,"""The process in which the anatomical structures derived from the wing disc are generated and organized. This includes the transformation of a wing imaginal disc from a monolayered epithelium in the larvae of holometabolous insects into recognizable adult structures including the wing hinge, wing blade and pleura."" [GOC:bf, ISBN:0879694238]",291,91,24,11686,0.26373626373626374,0.08247422680412371,query_1,"['GO:0007560', 'GO:0035220']"
GO:BP,GO:0022008,neurogenesis,3.1377610338414167e-15,True,"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",972,91,38,11686,0.4175824175824176,0.03909465020576132,query_1,"['GO:0007399', 'GO:0030154']"
GO:BP,GO:0048518,positive regulation of biological process,8.06337438890825e-15,True,"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",1856,91,50,11686,0.5494505494505495,0.02693965517241379,query_1,"['GO:0008150', 'GO:0050789']"
GO:BP,GO:0030182,neuron differentiation,1.1323145184403184e-14,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]",832,91,35,11686,0.38461538461538464,0.042067307692307696,query_1,"['GO:0030154', 'GO:0048699']"
GO:BP,GO:0048707,instar larval or pupal morphogenesis,1.496338808508482e-14,True,"""The process, occurring during instar larval or pupal development, by which anatomical structures are generated and organized."" [GOC:mtg_sensu, GOC:rc]",441,91,27,11686,0.2967032967032967,0.061224489795918366,query_1,"['GO:0002165', 'GO:0009886']"
GO:BP,GO:0010468,regulation of gene expression,1.613451899182185e-14,True,"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",1725,91,48,11686,0.5274725274725275,0.02782608695652174,query_1,"['GO:0010467', 'GO:0010556']"
GO:BP,GO:0009888,tissue development,1.737325707439312e-14,True,"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]",680,91,32,11686,0.3516483516483517,0.047058823529411764,query_1,['GO:0048856']
GO:BP,GO:0007560,imaginal disc morphogenesis,2.228280756674041e-14,True,"""The process in which the anatomical structures derived from an imaginal disc are generated and organized. The imaginal discs are epithelial infoldings in the larvae of holometabolous insects that develop into adult appendages (legs, antennae, wings, etc.) during metamorphosis from larval to adult form."" [GOC:jid]",406,91,26,11686,0.2857142857142857,0.06403940886699508,query_1,"['GO:0007444', 'GO:0007552', 'GO:0009887', 'GO:0048707']"
GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,2.4206463549107697e-14,True,"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",1742,91,48,11686,0.5274725274725275,0.027554535017221583,query_1,"['GO:0009059', 'GO:0009889', 'GO:0060255']"
GO:BP,GO:0048522,positive regulation of cellular process,2.53816370976584e-14,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",1744,91,48,11686,0.5274725274725275,0.027522935779816515,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']"
GO:BP,GO:0009886,post-embryonic animal morphogenesis,3.4943824272427143e-14,True,"""The process, occurring after animal embryonic development, by which anatomical structures are generated and organized."" [GOC:go_curators]",456,91,27,11686,0.2967032967032967,0.05921052631578947,query_1,"['GO:0009653', 'GO:0009791']"
GO:BP,GO:0009889,regulation of biosynthetic process,5.4967540064448086e-14,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",1777,91,48,11686,0.5274725274725275,0.027011817670230726,query_1,"['GO:0009058', 'GO:0019222']"
GO:BP,GO:0007389,pattern specification process,9.973963109330215e-14,True,"""Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."" [GOC:go_curators, GOC:isa_complete, ISBN:0521436125]",521,91,28,11686,0.3076923076923077,0.053742802303262956,query_1,"['GO:0007275', 'GO:0032501']"
GO:BP,GO:0048699,generation of neurons,1.4763020572079067e-13,True,"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]",903,91,35,11686,0.38461538461538464,0.03875968992248062,query_1,['GO:0022008']
GO:BP,GO:0080090,regulation of primary metabolic process,3.5584773693656833e-13,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",1860,91,48,11686,0.5274725274725275,0.025806451612903226,query_1,"['GO:0019222', 'GO:0044238']"
GO:BP,GO:0019222,regulation of metabolic process,9.442822534592235e-13,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",2253,91,52,11686,0.5714285714285714,0.0230803373280071,query_1,"['GO:0008152', 'GO:0050794']"
GO:BP,GO:0060255,regulation of macromolecule metabolic process,9.486617635226213e-13,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2076,91,50,11686,0.5494505494505495,0.024084778420038536,query_1,"['GO:0019222', 'GO:0043170']"
GO:BP,GO:0051252,regulation of RNA metabolic process,1.2452503906751126e-12,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1300,91,40,11686,0.43956043956043955,0.03076923076923077,query_1,"['GO:0016070', 'GO:0019219', 'GO:0060255']"
GO:BP,GO:0006357,regulation of transcription by RNA polymerase II,3.627288363309281e-12,True,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",939,91,34,11686,0.37362637362637363,0.0362087326943557,query_1,"['GO:0006355', 'GO:0006366']"
GO:BP,GO:0006355,regulation of DNA-templated transcription,6.084157590984764e-12,True,"""Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",1151,91,37,11686,0.4065934065934066,0.03214596003475239,query_1,"['GO:0006351', 'GO:0010468', 'GO:2001141']"
GO:BP,GO:2001141,regulation of RNA biosynthetic process,6.084157590984764e-12,True,"""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]",1151,91,37,11686,0.4065934065934066,0.03214596003475239,query_1,"['GO:0010556', 'GO:0032774', 'GO:0051252']"
GO:BP,GO:0019219,regulation of nucleobase-containing compound metabolic process,1.1670600011748e-11,True,"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",1388,91,40,11686,0.43956043956043955,0.02881844380403458,query_1,"['GO:0006139', 'GO:0080090']"
GO:BP,GO:0060429,epithelium development,1.50534808447995e-11,True,"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]",582,91,27,11686,0.2967032967032967,0.04639175257731959,query_1,['GO:0009888']
GO:BP,GO:0009790,embryo development,2.4594278143227167e-11,True,"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",543,91,26,11686,0.2857142857142857,0.04788213627992634,query_1,['GO:0007275']
GO:BP,GO:0045165,cell fate commitment,3.324490298498331e-11,True,"""The cellular developmental process by which a cell establishes the intrinsic character of a cell or tissue region irreversibly committing it to a particular fate."" [ISBN:0716731185]",324,91,21,11686,0.23076923076923078,0.06481481481481481,query_1,"['GO:0030154', 'GO:0048869']"
GO:BP,GO:0006366,transcription by RNA polymerase II,4.303929519629853e-11,True,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]",1021,91,34,11686,0.37362637362637363,0.03330068560235064,query_1,['GO:0006351']
GO:BP,GO:0000902,cell morphogenesis,6.794438360624719e-11,True,"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]",567,91,26,11686,0.2857142857142857,0.04585537918871252,query_1,['GO:0009653']
GO:BP,GO:0006351,DNA-templated transcription,8.883032764434555e-11,True,"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]",1253,91,37,11686,0.4065934065934066,0.029529130087789304,query_1,"['GO:0010467', 'GO:0032774']"
GO:BP,GO:0003002,regionalization,1.992088814404297e-10,True,"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]",492,91,24,11686,0.26373626373626374,0.04878048780487805,query_1,['GO:0007389']
GO:BP,GO:0048519,negative regulation of biological process,2.332891584388406e-10,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",1596,91,41,11686,0.45054945054945056,0.02568922305764411,query_1,"['GO:0008150', 'GO:0050789']"
GO:BP,GO:0045893,positive regulation of DNA-templated transcription,4.728154190234274e-10,True,"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",512,91,24,11686,0.26373626373626374,0.046875,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902680']"
GO:BP,GO:1902680,positive regulation of RNA biosynthetic process,4.728154190234274e-10,True,"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",512,91,24,11686,0.26373626373626374,0.046875,query_1,"['GO:0010557', 'GO:0032774', 'GO:0051254', 'GO:2001141']"
GO:BP,GO:0050793,regulation of developmental process,8.13162930375556e-10,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",687,91,27,11686,0.2967032967032967,0.039301310043668124,query_1,"['GO:0032502', 'GO:0050789']"
GO:BP,GO:0009891,positive regulation of biosynthetic process,1.2667338146007356e-09,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",700,91,27,11686,0.2967032967032967,0.03857142857142857,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009893']"
GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II,1.585229871204777e-09,True,"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]",395,91,21,11686,0.23076923076923078,0.053164556962025315,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045893']"
GO:BP,GO:0046530,photoreceptor cell differentiation,1.923450642764457e-09,True,"""The specialization of organization of a photoreceptor, a cell that responds to incident electromagnetic radiation, particularly visible light. An example of this process is found in Drosophila melanogaster."" [GOC:ai, ISBN:0198506732]",234,91,17,11686,0.18681318681318682,0.07264957264957266,query_1,['GO:0030182']
GO:BP,GO:0010467,gene expression,1.9528271091651422e-09,True,"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]",2798,91,53,11686,0.5824175824175825,0.018942101501072194,query_1,['GO:0009059']
GO:BP,GO:0016477,cell migration,2.1880504434027758e-09,True,"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]",314,91,19,11686,0.2087912087912088,0.06050955414012739,query_1,['GO:0048870']
GO:BP,GO:0061061,muscle structure development,2.7070365896132154e-09,True,"""The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms."" [GOC:dph]",239,91,17,11686,0.18681318681318682,0.07112970711297072,query_1,['GO:0048856']
GO:BP,GO:0001751,compound eye photoreceptor cell differentiation,3.544079431211164e-09,True,"""The process in which a relatively unspecialized cell acquires the specialized features of an eye photoreceptor cell."" [GOC:go_curators]",207,91,16,11686,0.17582417582417584,0.07729468599033816,query_1,"['GO:0001745', 'GO:0001754']"
GO:BP,GO:0051254,positive regulation of RNA metabolic process,3.622824950524733e-09,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",563,91,24,11686,0.26373626373626374,0.04262877442273535,query_1,"['GO:0010604', 'GO:0016070', 'GO:0045935', 'GO:0051252']"
GO:BP,GO:0010557,positive regulation of macromolecule biosynthetic process,4.1822265049254164e-09,True,"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",678,91,26,11686,0.2857142857142857,0.038348082595870206,query_1,"['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']"
GO:BP,GO:0001754,eye photoreceptor cell differentiation,5.108289205031277e-09,True,"""The process in which a relatively unspecialized cell acquires the specialized features of a photoreceptor cell, as found in the eye, the primary visual organ of most organisms."" [GOC:go_curators]",212,91,16,11686,0.17582417582417584,0.07547169811320754,query_1,"['GO:0046530', 'GO:0048592']"
GO:BP,GO:0007166,cell surface receptor signaling pathway,8.951875607431407e-09,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]",761,91,27,11686,0.2967032967032967,0.035479632063074903,query_1,['GO:0007165']
GO:BP,GO:0048666,neuron development,1.1555719718170161e-08,True,"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]",651,91,25,11686,0.27472527472527475,0.03840245775729647,query_1,"['GO:0030182', 'GO:0048468']"
GO:BP,GO:0030855,epithelial cell differentiation,1.2027133920492068e-08,True,"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."" [GOC:ecd, PMID:11839751]",346,91,19,11686,0.2087912087912088,0.05491329479768786,query_1,"['GO:0030154', 'GO:0060429']"
GO:BP,GO:0009059,macromolecule biosynthetic process,1.266664744642628e-08,True,"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",3031,91,54,11686,0.5934065934065934,0.017815902342461234,query_1,"['GO:0009058', 'GO:0043170']"
GO:BP,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,1.296889413401467e-08,True,"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",598,91,24,11686,0.26373626373626374,0.04013377926421405,query_1,"['GO:0006139', 'GO:0009893', 'GO:0019219']"
