source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0048468,cell development,1.4249319015303037e-17,True,"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]",1450,88,47,11686,0.5340909090909091,0.032413793103448274,query_1,"['GO:0030154', 'GO:0048856', 'GO:0048869']"
GO:BP,GO:0009791,post-embryonic development,2.317578223418426e-16,True,"""The process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure. See embryonic development."" [GOC:go_curators]",660,88,33,11686,0.375,0.05,query_1,"['GO:0007275', 'GO:0032501']"
GO:BP,GO:0035220,wing disc development,2.5417509945948983e-16,True,"""Progression of the wing disc over time, from its initial formation through to its metamorphosis to form adult structures including the wing hinge, wing blade and pleura."" [GOC:bf, ISBN:0879694238]",390,88,27,11686,0.3068181818181818,0.06923076923076923,query_1,['GO:0007444']
GO:BP,GO:0007444,imaginal disc development,4.739407589697116e-16,True,"""The process whose specific outcome is the progression of the imaginal disc over time, from its formation to the metamorphosis to form adult structures. Imaginal discs are epithelial infoldings in the larvae of holometabolous insects that develop into adult structures (legs, antennae, wings, etc.)."" [GOC:bf, ISBN:0879694238]",576,88,31,11686,0.3522727272727273,0.05381944444444445,query_1,['GO:0048513']
GO:BP,GO:0007423,sensory organ development,7.461854147625752e-16,True,"""The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure."" [GOC:go_curators]",492,88,29,11686,0.32954545454545453,0.05894308943089431,query_1,['GO:0048513']
GO:BP,GO:0022008,neurogenesis,6.952075999122718e-15,True,"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",972,88,37,11686,0.42045454545454547,0.03806584362139918,query_1,"['GO:0007399', 'GO:0030154']"
GO:BP,GO:0007399,nervous system development,1.6866072594530836e-14,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",1196,88,40,11686,0.45454545454545453,0.033444816053511704,query_1,['GO:0048731']
GO:BP,GO:0002165,instar larval or pupal development,2.270299186102469e-14,True,"""The process whose specific outcome is the progression of the instar larva or pupa over time, from its formation to the mature structure. An example of this process is found in Drosophila melanogaster."" [GOC:jid, GOC:mtg_sensu]",558,88,29,11686,0.32954545454545453,0.05197132616487455,query_1,"['GO:0007275', 'GO:0009791']"
GO:BP,GO:0030182,neuron differentiation,2.9512831016671787e-14,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]",832,88,34,11686,0.38636363636363635,0.040865384615384616,query_1,"['GO:0030154', 'GO:0048699']"
GO:BP,GO:0048699,generation of neurons,4.4439335326020874e-14,True,"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]",903,88,35,11686,0.3977272727272727,0.03875968992248062,query_1,['GO:0022008']
GO:BP,GO:0007552,metamorphosis,2.8520791412333903e-13,True,"""A biological process in which an animal physically develops after birth or hatching, involving a conspicuous and relatively abrupt change in the animal's form or structure. Examples include the change from tadpole to frog, and the change from larva to adult. An example of this is found in Drosophila melanogaster."" [GOC:sensu, ISBN:0198506732, ISBN:0721662544]",467,88,26,11686,0.29545454545454547,0.055674518201284794,query_1,['GO:0007275']
GO:BP,GO:0048749,compound eye development,2.9286859457602425e-13,True,"""The process whose specific outcome is the progression of the compound eye over time, from its formation to the mature structure. The compound eye is an organ of sight that contains multiple repeating units, often arranged hexagonally. Each unit has its own lens and photoreceptor cell(s) and can generate either a single pixelated image or multiple images, per eye."" [GOC:jid, GOC:mtg_sensu, Wikipedia:Eye]",380,88,24,11686,0.2727272727272727,0.06315789473684211,query_1,['GO:0001654']
GO:BP,GO:0000902,cell morphogenesis,3.4807404422090484e-13,True,"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]",567,88,28,11686,0.3181818181818182,0.04938271604938271,query_1,['GO:0009653']
GO:BP,GO:0007389,pattern specification process,4.0360613614605405e-13,True,"""Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."" [GOC:go_curators, GOC:isa_complete, ISBN:0521436125]",521,88,27,11686,0.3068181818181818,0.05182341650671785,query_1,"['GO:0007275', 'GO:0032501']"
GO:BP,GO:0048880,sensory system development,1.0457260612208851e-12,True,"""The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure."" [GOC:dgh]",402,88,24,11686,0.2727272727272727,0.05970149253731343,query_1,['GO:0048731']
GO:BP,GO:0150063,visual system development,1.0457260612208851e-12,True,"""The process whose specific outcome is the progression of the visual system over time, from its formation to the mature structure, including the eye, parts of the central nervous system (CNS) involved in processing of visual inputs, and connecting nerve pathways."" [GOC:aruk, GOC:bc, GOC:krc, PMID:15004427, PMID:20647017, PMID:22632727]",402,88,24,11686,0.2727272727272727,0.05970149253731343,query_1,['GO:0048880']
GO:BP,GO:0001654,eye development,1.0457260612208851e-12,True,"""The process whose specific outcome is the progression of the eye over time, from its formation to the mature structure. The eye is the organ of sight."" [GOC:jid, GOC:jl]",402,88,24,11686,0.2727272727272727,0.05970149253731343,query_1,"['GO:0007423', 'GO:0150063']"
GO:BP,GO:0007560,imaginal disc morphogenesis,1.3068802652799227e-12,True,"""The process in which the anatomical structures derived from an imaginal disc are generated and organized. The imaginal discs are epithelial infoldings in the larvae of holometabolous insects that develop into adult appendages (legs, antennae, wings, etc.) during metamorphosis from larval to adult form."" [GOC:jid]",406,88,24,11686,0.2727272727272727,0.059113300492610835,query_1,"['GO:0007444', 'GO:0007552', 'GO:0009887', 'GO:0048707']"
GO:BP,GO:0065007,biological regulation,2.01034558967449e-12,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",4608,88,71,11686,0.8068181818181818,0.015407986111111112,query_1,['GO:0008150']
GO:BP,GO:0035114,imaginal disc-derived appendage morphogenesis,2.3013435911577705e-12,True,"""The process in which the anatomical structures of appendages are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism."" [GOC:mtg_sensu, ISBN:0582227089]",332,88,22,11686,0.25,0.06626506024096386,query_1,"['GO:0035107', 'GO:0048737']"
GO:BP,GO:0035107,appendage morphogenesis,2.608776994481914e-12,True,"""The process in which the anatomical structures of appendages are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [ISBN:0582227089]",334,88,22,11686,0.25,0.0658682634730539,query_1,"['GO:0009653', 'GO:0048736']"
GO:BP,GO:0048737,imaginal disc-derived appendage development,3.556172979331796e-12,True,"""The process whose specific outcome is the progression of an appendage over time, from its formation in the imaginal disc to the mature structure. An appendage is an organ or part that is attached to the trunk of an organism."" [GOC:jid, GOC:mtg_sensu, GOC:rc]",339,88,22,11686,0.25,0.06489675516224189,query_1,['GO:0048736']
GO:BP,GO:0048736,appendage development,4.272088925288134e-12,True,"""The process whose specific outcome is the progression of an appendage over time, from its formation to the mature structure. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [GOC:jid, GOC:rc]",342,88,22,11686,0.25,0.06432748538011696,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0009888,tissue development,4.2929827867521445e-12,True,"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]",680,88,29,11686,0.32954545454545453,0.04264705882352941,query_1,['GO:0048856']
GO:BP,GO:0048707,instar larval or pupal morphogenesis,8.313207532885517e-12,True,"""The process, occurring during instar larval or pupal development, by which anatomical structures are generated and organized."" [GOC:mtg_sensu, GOC:rc]",441,88,24,11686,0.2727272727272727,0.05442176870748299,query_1,"['GO:0002165', 'GO:0009886']"
GO:BP,GO:0003002,regionalization,9.948623500604934e-12,True,"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]",492,88,25,11686,0.2840909090909091,0.0508130081300813,query_1,['GO:0007389']
GO:BP,GO:0048858,cell projection morphogenesis,1.584438957102635e-11,True,"""The process in which the anatomical structures of a cell projection are generated and organized."" [GO_REF:0000021]",454,88,24,11686,0.2727272727272727,0.05286343612334802,query_1,"['GO:0000902', 'GO:0009653', 'GO:0030030']"
GO:BP,GO:0035120,post-embryonic appendage morphogenesis,1.59914540146824e-11,True,"""The process, occurring after embryonic development, by which the anatomical structures of an appendage are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [ISBN:0582227089]",323,88,21,11686,0.23863636363636365,0.06501547987616099,query_1,"['GO:0009886', 'GO:0035107']"
GO:BP,GO:0009886,post-embryonic animal morphogenesis,1.7464398300225435e-11,True,"""The process, occurring after animal embryonic development, by which anatomical structures are generated and organized."" [GOC:go_curators]",456,88,24,11686,0.2727272727272727,0.05263157894736842,query_1,"['GO:0009653', 'GO:0009791']"
GO:BP,GO:0050789,regulation of biological process,7.086677524194954e-11,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",4335,88,67,11686,0.7613636363636364,0.015455594002306805,query_1,"['GO:0008150', 'GO:0065007']"
GO:BP,GO:0048667,cell morphogenesis involved in neuron differentiation,1.0000733081445756e-10,True,"""The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."" [GOC:dph, GOC:tb]",445,88,23,11686,0.26136363636363635,0.051685393258426963,query_1,"['GO:0000902', 'GO:0048666']"
GO:BP,GO:0048859,formation of anatomical boundary,1.1983969496133048e-10,True,"""The process in which the limits of an anatomical structure are generated. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]",53,88,11,11686,0.125,0.20754716981132076,query_1,['GO:0048646']
GO:BP,GO:0048812,neuron projection morphogenesis,1.266146432116803e-10,True,"""The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites."" [GOC:mah]",450,88,23,11686,0.26136363636363635,0.051111111111111114,query_1,"['GO:0031175', 'GO:0120039']"
GO:BP,GO:0007476,imaginal disc-derived wing morphogenesis,1.374067546590376e-10,True,"""The process in which the anatomical structures of the imaginal disc-derived wing are generated and organized. The wing is an appendage modified for flying."" [GOC:bf, GOC:mtg_sensu]",278,88,19,11686,0.2159090909090909,0.0683453237410072,query_1,"['GO:0007472', 'GO:0035114', 'GO:0035120']"
GO:BP,GO:0120039,plasma membrane bounded cell projection morphogenesis,1.3902689411193707e-10,True,"""The process in which the anatomical structures of a plasma membrane bounded cell projection are generated and organized."" [GOC:krc]",452,88,23,11686,0.26136363636363635,0.05088495575221239,query_1,['GO:0048858']
GO:BP,GO:0050794,regulation of cellular process,1.454761614584082e-10,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",4130,88,65,11686,0.7386363636363636,0.015738498789346248,query_1,"['GO:0009987', 'GO:0050789']"
GO:BP,GO:0007472,wing disc morphogenesis,3.127685533677114e-10,True,"""The process in which the anatomical structures derived from the wing disc are generated and organized. This includes the transformation of a wing imaginal disc from a monolayered epithelium in the larvae of holometabolous insects into recognizable adult structures including the wing hinge, wing blade and pleura."" [GOC:bf, ISBN:0879694238]",291,88,19,11686,0.2159090909090909,0.06529209621993128,query_1,"['GO:0007560', 'GO:0035220']"
GO:BP,GO:0048666,neuron development,7.362029869928602e-10,True,"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]",651,88,26,11686,0.29545454545454547,0.039938556067588324,query_1,"['GO:0030182', 'GO:0048468']"
GO:BP,GO:0031175,neuron projection development,8.933926627786204e-10,True,"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]",494,88,23,11686,0.26136363636363635,0.0465587044534413,query_1,"['GO:0048666', 'GO:0120036']"
GO:BP,GO:0048522,positive regulation of cellular process,1.21825238379288e-09,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",1744,88,41,11686,0.4659090909090909,0.023509174311926607,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']"
GO:BP,GO:0007411,axon guidance,1.2794962361784547e-09,True,"""The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues."" [ISBN:0878932437]",274,88,18,11686,0.20454545454545456,0.06569343065693431,query_1,"['GO:0007409', 'GO:0097485']"
GO:BP,GO:0061061,muscle structure development,1.6056145918445286e-09,True,"""The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms."" [GOC:dph]",239,88,17,11686,0.19318181818181818,0.07112970711297072,query_1,['GO:0048856']
GO:BP,GO:0048518,positive regulation of biological process,1.972331821119988e-09,True,"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",1856,88,42,11686,0.4772727272727273,0.022629310344827586,query_1,"['GO:0008150', 'GO:0050789']"
GO:BP,GO:0097485,neuron projection guidance,2.0847655278088906e-09,True,"""The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues."" [GOC:BHF, GOC:rl, PMID:22790009]",282,88,18,11686,0.20454545454545456,0.06382978723404255,query_1,"['GO:0031175', 'GO:0048812']"
GO:BP,GO:0045165,cell fate commitment,2.1202273820324086e-09,True,"""The cellular developmental process by which a cell establishes the intrinsic character of a cell or tissue region irreversibly committing it to a particular fate."" [ISBN:0716731185]",324,88,19,11686,0.2159090909090909,0.05864197530864197,query_1,"['GO:0030154', 'GO:0048869']"
GO:BP,GO:0007409,axonogenesis,4.243310592062498e-09,True,"""De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."" [GOC:dph, GOC:jid, GOC:pg, GOC:pr, ISBN:0198506732]",337,88,19,11686,0.2159090909090909,0.05637982195845697,query_1,"['GO:0048667', 'GO:0048812', 'GO:0061564']"
GO:BP,GO:0007517,muscle organ development,5.032759732030863e-09,True,"""The process whose specific outcome is the progression of the muscle over time, from its formation to the mature structure. The muscle is an organ consisting of a tissue made up of various elongated cells that are specialized to contract and thus to produce movement and mechanical work."" [GOC:jid, ISBN:0198506732]",96,88,12,11686,0.13636363636363635,0.125,query_1,"['GO:0048513', 'GO:0061061']"
GO:BP,GO:0048646,anatomical structure formation involved in morphogenesis,7.301429334264125e-09,True,"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]",547,88,23,11686,0.26136363636363635,0.04204753199268738,query_1,"['GO:0009653', 'GO:0032502']"
GO:BP,GO:0061564,axon development,1.1090932731272268e-08,True,"""The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."" [GOC:dph, GOC:pg, GOC:pr]",356,88,19,11686,0.2159090909090909,0.05337078651685393,query_1,['GO:0031175']
GO:BP,GO:0001745,compound eye morphogenesis,1.4113321252429217e-08,True,"""The morphogenetic process in which the anatomical structures of the compound eye are generated and organized. The adult compound eye is a precise assembly of 700-800 ommatidia. Each ommatidium is composed of 20 cells, identified by cell type and position. An example of compound eye morphogenesis is found in Drosophila melanogaster."" [GOC:dph, GOC:mtg_sensu]",316,88,18,11686,0.20454545454545456,0.056962025316455694,query_1,"['GO:0048592', 'GO:0048749']"
GO:BP,GO:0048732,gland development,1.9332558530288874e-08,True,"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]",167,88,14,11686,0.1590909090909091,0.08383233532934131,query_1,['GO:0048513']
GO:BP,GO:0090596,sensory organ morphogenesis,2.369363007058619e-08,True,"""Morphogenesis of a sensory organ. A sensory organ is defined as a tissue or set of tissues that work together to receive and transmit signals from external or internal stimuli. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:kmv, ISBN:978-0199210893]",326,88,18,11686,0.20454545454545456,0.05521472392638037,query_1,"['GO:0007423', 'GO:0009887']"
GO:BP,GO:0048592,eye morphogenesis,2.369363007058619e-08,True,"""The process in which the anatomical structures of the eye are generated and organized."" [GOC:jid, GOC:mtg_sensu]",326,88,18,11686,0.20454545454545456,0.05521472392638037,query_1,"['GO:0001654', 'GO:0090596']"
GO:BP,GO:0060429,epithelium development,2.5743149337957665e-08,True,"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]",582,88,23,11686,0.26136363636363635,0.03951890034364261,query_1,['GO:0009888']
GO:BP,GO:0022416,chaeta development,2.7616020974079836e-08,True,"""The process whose specific outcome is the progression of a chaeta over time, from its formation to the mature structure. A chaeta is a sensory multicellular cuticular outgrowth of a specifically differentiated cell."" [FBbt:00005177, GOC:bf, GOC:cjm, GOC:dos, GOC:isa_complete]",85,88,11,11686,0.125,0.12941176470588237,query_1,['GO:0007423']
GO:BP,GO:0009790,embryo development,4.697591055274982e-08,True,"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",543,88,22,11686,0.25,0.040515653775322284,query_1,['GO:0007275']
GO:BP,GO:0030030,cell projection organization,1.1770946654778252e-07,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, PMID:16318917]",751,88,25,11686,0.2840909090909091,0.033288948069241014,query_1,['GO:0016043']
GO:BP,GO:0048729,tissue morphogenesis,1.270091011049115e-07,True,"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]",361,88,18,11686,0.20454545454545456,0.04986149584487535,query_1,"['GO:0009653', 'GO:0009888']"
GO:BP,GO:0048645,animal organ formation,1.5202752501340622e-07,True,"""The process pertaining to the initial formation of an animal organ from unspecified parts. The process begins with the specific processes that contribute to the appearance of the discrete structure, such as inductive events, and ends when the structural rudiment of the organ is recognizable, such as a condensation of mesenchymal cells into the organ rudiment. Organs are a natural part or structure in an animal or a plant, capable of performing some special action (termed its function), which is essential to the life or well-being of the whole. The heart and lungs are organs of animals, and the petal and leaf are organs of plants. In animals the organs are generally made up of several tissues, one of which usually predominates, and determines the principal function of the organ."" [GOC:dph, GOC:jid]",53,88,9,11686,0.10227272727272728,0.16981132075471697,query_1,"['GO:0009887', 'GO:0048646']"
GO:BP,GO:0000122,negative regulation of transcription by RNA polymerase II,1.827596369401289e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",236,88,15,11686,0.17045454545454544,0.0635593220338983,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045892']"
GO:BP,GO:0120036,plasma membrane bounded cell projection organization,4.373230982695928e-07,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",734,88,24,11686,0.2727272727272727,0.0326975476839237,query_1,['GO:0030030']
GO:BP,GO:0007155,cell adhesion,2.255086882276195e-06,True,"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]",239,88,14,11686,0.1590909090909091,0.058577405857740586,query_1,['GO:0009987']
GO:BP,GO:0035295,tube development,3.107977117523926e-06,True,"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]",245,88,14,11686,0.1590909090909091,0.05714285714285714,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II,4.155727824565395e-06,True,"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]",395,88,17,11686,0.19318181818181818,0.043037974683544304,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045893']"
GO:BP,GO:0007507,heart development,4.4676378523828495e-06,True,"""The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:jid, UBERON:0000948]",104,88,10,11686,0.11363636363636363,0.09615384615384616,query_1,"['GO:0048513', 'GO:0072359']"
GO:BP,GO:0072359,circulatory system development,4.9078568728786394e-06,True,"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]",105,88,10,11686,0.11363636363636363,0.09523809523809523,query_1,['GO:0048731']
GO:BP,GO:0060541,respiratory system development,6.044253145460275e-06,True,"""The progression of the respiratory system over time from its formation to its mature structure. The respiratory system carries out respiratory gaseous exchange."" [GOC:dph]",258,88,14,11686,0.1590909090909091,0.05426356589147287,query_1,['GO:0048731']
GO:BP,GO:0051253,negative regulation of RNA metabolic process,7.645971052877165e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",359,88,16,11686,0.18181818181818182,0.04456824512534819,query_1,"['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']"
GO:BP,GO:0030155,regulation of cell adhesion,8.02650508422313e-06,True,"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]",57,88,8,11686,0.09090909090909091,0.14035087719298245,query_1,"['GO:0007155', 'GO:0050794']"
GO:BP,GO:0006357,regulation of transcription by RNA polymerase II,1.2011325881989534e-05,True,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",939,88,25,11686,0.2840909090909091,0.026624068157614485,query_1,"['GO:0006355', 'GO:0006366']"
GO:BP,GO:0016043,cellular component organization,1.3174265527629033e-05,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]",3178,88,49,11686,0.5568181818181818,0.015418502202643172,query_1,['GO:0071840']
GO:BP,GO:0048519,negative regulation of biological process,1.5358039326582915e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",1596,88,33,11686,0.375,0.020676691729323307,query_1,"['GO:0008150', 'GO:0050789']"
