source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0009791,post-embryonic development,3.3961079775180324e-15,True,"""The process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure. See embryonic development."" [GOC:go_curators]",660,95,33,11686,0.3473684210526316,0.05,query_1,"['GO:0007275', 'GO:0032501']"
GO:BP,GO:0035120,post-embryonic appendage morphogenesis,3.4992125884458255e-15,True,"""The process, occurring after embryonic development, by which the anatomical structures of an appendage are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [ISBN:0582227089]",323,95,25,11686,0.2631578947368421,0.07739938080495357,query_1,"['GO:0009886', 'GO:0035107']"
GO:BP,GO:0010468,regulation of gene expression,3.891845184581983e-15,True,"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",1725,95,50,11686,0.5263157894736842,0.028985507246376812,query_1,"['GO:0010467', 'GO:0010556']"
GO:BP,GO:0007472,wing disc morphogenesis,4.192054243289897e-15,True,"""The process in which the anatomical structures derived from the wing disc are generated and organized. This includes the transformation of a wing imaginal disc from a monolayered epithelium in the larvae of holometabolous insects into recognizable adult structures including the wing hinge, wing blade and pleura."" [GOC:bf, ISBN:0879694238]",291,95,24,11686,0.25263157894736843,0.08247422680412371,query_1,"['GO:0007560', 'GO:0035220']"
GO:BP,GO:0048707,instar larval or pupal morphogenesis,4.552796111865364e-15,True,"""The process, occurring during instar larval or pupal development, by which anatomical structures are generated and organized."" [GOC:mtg_sensu, GOC:rc]",441,95,28,11686,0.29473684210526313,0.06349206349206349,query_1,"['GO:0002165', 'GO:0009886']"
GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,5.937588772312385e-15,True,"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",1742,95,50,11686,0.5263157894736842,0.02870264064293915,query_1,"['GO:0009059', 'GO:0009889', 'GO:0060255']"
GO:BP,GO:0035114,imaginal disc-derived appendage morphogenesis,6.772251222397541e-15,True,"""The process in which the anatomical structures of appendages are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism."" [GOC:mtg_sensu, ISBN:0582227089]",332,95,25,11686,0.2631578947368421,0.07530120481927711,query_1,"['GO:0035107', 'GO:0048737']"
GO:BP,GO:0006351,DNA-templated transcription,7.021972963685205e-15,True,"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]",1253,95,43,11686,0.45263157894736844,0.034317637669592976,query_1,"['GO:0010467', 'GO:0032774']"
GO:BP,GO:0019219,regulation of nucleobase-containing compound metabolic process,7.222688704499073e-15,True,"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",1388,95,45,11686,0.47368421052631576,0.032420749279538905,query_1,"['GO:0006139', 'GO:0080090']"
GO:BP,GO:0035107,appendage morphogenesis,7.821147269948112e-15,True,"""The process in which the anatomical structures of appendages are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [ISBN:0582227089]",334,95,25,11686,0.2631578947368421,0.0748502994011976,query_1,"['GO:0009653', 'GO:0048736']"
GO:BP,GO:0060255,regulation of macromolecule metabolic process,8.749048192476433e-15,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2076,95,54,11686,0.5684210526315789,0.02601156069364162,query_1,"['GO:0019222', 'GO:0043170']"
GO:BP,GO:0009886,post-embryonic animal morphogenesis,1.097348247836399e-14,True,"""The process, occurring after animal embryonic development, by which anatomical structures are generated and organized."" [GOC:go_curators]",456,95,28,11686,0.29473684210526313,0.06140350877192982,query_1,"['GO:0009653', 'GO:0009791']"
GO:BP,GO:0009889,regulation of biosynthetic process,1.394729964943724e-14,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",1777,95,50,11686,0.5263157894736842,0.028137310073157007,query_1,"['GO:0009058', 'GO:0019222']"
GO:BP,GO:0007552,metamorphosis,2.049044236200936e-14,True,"""A biological process in which an animal physically develops after birth or hatching, involving a conspicuous and relatively abrupt change in the animal's form or structure. Examples include the change from tadpole to frog, and the change from larva to adult. An example of this is found in Drosophila melanogaster."" [GOC:sensu, ISBN:0198506732, ISBN:0721662544]",467,95,28,11686,0.29473684210526313,0.059957173447537475,query_1,['GO:0007275']
GO:BP,GO:0006357,regulation of transcription by RNA polymerase II,4.4348118521065075e-14,True,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",939,95,37,11686,0.3894736842105263,0.039403620873269436,query_1,"['GO:0006355', 'GO:0006366']"
GO:BP,GO:0002165,instar larval or pupal development,2.234326754987517e-13,True,"""The process whose specific outcome is the progression of the instar larva or pupa over time, from its formation to the mature structure. An example of this process is found in Drosophila melanogaster."" [GOC:jid, GOC:mtg_sensu]",558,95,29,11686,0.30526315789473685,0.05197132616487455,query_1,"['GO:0007275', 'GO:0009791']"
GO:BP,GO:0019222,regulation of metabolic process,3.64484286816284e-13,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",2253,95,54,11686,0.5684210526315789,0.023968042609853527,query_1,"['GO:0008152', 'GO:0050794']"
GO:BP,GO:0006366,transcription by RNA polymerase II,6.767917398517621e-13,True,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]",1021,95,37,11686,0.3894736842105263,0.03623898139079334,query_1,['GO:0006351']
GO:BP,GO:0048468,cell development,1.577933726521332e-12,True,"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]",1450,95,43,11686,0.45263157894736844,0.029655172413793104,query_1,"['GO:0030154', 'GO:0048856', 'GO:0048869']"
GO:BP,GO:0065007,biological regulation,2.874970290238006e-12,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",4608,95,75,11686,0.7894736842105263,0.016276041666666668,query_1,['GO:0008150']
GO:BP,GO:0030182,neuron differentiation,3.2699036288847105e-12,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]",832,95,33,11686,0.3473684210526316,0.039663461538461536,query_1,"['GO:0030154', 'GO:0048699']"
GO:BP,GO:0048523,negative regulation of cellular process,8.722571944780164e-12,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",1520,95,43,11686,0.45263157894736844,0.028289473684210528,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']"
GO:BP,GO:0048519,negative regulation of biological process,9.073825098166611e-12,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",1596,95,44,11686,0.4631578947368421,0.02756892230576441,query_1,"['GO:0008150', 'GO:0050789']"
GO:BP,GO:0050794,regulation of cellular process,1.9738788004907093e-11,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",4130,95,70,11686,0.7368421052631579,0.01694915254237288,query_1,"['GO:0009987', 'GO:0050789']"
GO:BP,GO:0007389,pattern specification process,2.880486881920686e-11,True,"""Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."" [GOC:go_curators, GOC:isa_complete, ISBN:0521436125]",521,95,26,11686,0.2736842105263158,0.04990403071017274,query_1,"['GO:0007275', 'GO:0032501']"
GO:BP,GO:0050789,regulation of biological process,6.235699525074353e-11,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",4335,95,71,11686,0.7473684210526316,0.01637831603229527,query_1,"['GO:0008150', 'GO:0065007']"
GO:BP,GO:0010558,negative regulation of macromolecule biosynthetic process,1.3658912849257458e-10,True,"""Any process that decreases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",714,95,29,11686,0.30526315789473685,0.04061624649859944,query_1,"['GO:0009059', 'GO:0009890', 'GO:0010556', 'GO:0010605']"
GO:BP,GO:0010605,negative regulation of macromolecule metabolic process,1.3886403589865505e-10,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",828,95,31,11686,0.3263157894736842,0.03743961352657005,query_1,"['GO:0009892', 'GO:0043170', 'GO:0060255']"
GO:BP,GO:0032774,RNA biosynthetic process,1.9089352921698864e-10,True,"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]",1896,95,46,11686,0.4842105263157895,0.024261603375527425,query_1,"['GO:0016070', 'GO:0141187']"
GO:BP,GO:0009890,negative regulation of biosynthetic process,2.2368697048163183e-10,True,"""Any process that stops, prevents, or reduces the rate of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",728,95,29,11686,0.30526315789473685,0.03983516483516483,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009892']"
GO:BP,GO:0016070,RNA metabolic process,3.109422985410797e-10,True,"""The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]",2004,95,47,11686,0.49473684210526314,0.023453093812375248,query_1,['GO:0090304']
GO:BP,GO:0141187,nucleic acid biosynthetic process,4.151654761722945e-10,True,"""The biosynthetic process resulting in the formation of a nucleic acid."" [GOC:dph, GOC:tb]",1936,95,46,11686,0.4842105263157895,0.023760330578512397,query_1,"['GO:0009059', 'GO:0034654', 'GO:0090304']"
GO:BP,GO:0001654,eye development,6.142113595309438e-10,True,"""The process whose specific outcome is the progression of the eye over time, from its formation to the mature structure. The eye is the organ of sight."" [GOC:jid, GOC:jl]",402,95,22,11686,0.23157894736842105,0.05472636815920398,query_1,"['GO:0007423', 'GO:0150063']"
GO:BP,GO:0048880,sensory system development,6.142113595309438e-10,True,"""The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure."" [GOC:dgh]",402,95,22,11686,0.23157894736842105,0.05472636815920398,query_1,['GO:0048731']
GO:BP,GO:0150063,visual system development,6.142113595309438e-10,True,"""The process whose specific outcome is the progression of the visual system over time, from its formation to the mature structure, including the eye, parts of the central nervous system (CNS) involved in processing of visual inputs, and connecting nerve pathways."" [GOC:aruk, GOC:bc, GOC:krc, PMID:15004427, PMID:20647017, PMID:22632727]",402,95,22,11686,0.23157894736842105,0.05472636815920398,query_1,['GO:0048880']
GO:BP,GO:0009892,negative regulation of metabolic process,8.452514051257974e-10,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",886,95,31,11686,0.3263157894736842,0.034988713318284424,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048523']"
GO:BP,GO:0048749,compound eye development,1.8453513855603794e-09,True,"""The process whose specific outcome is the progression of the compound eye over time, from its formation to the mature structure. The compound eye is an organ of sight that contains multiple repeating units, often arranged hexagonally. Each unit has its own lens and photoreceptor cell(s) and can generate either a single pixelated image or multiple images, per eye."" [GOC:jid, GOC:mtg_sensu, Wikipedia:Eye]",380,95,21,11686,0.22105263157894736,0.05526315789473684,query_1,['GO:0001654']
GO:BP,GO:0009888,tissue development,1.996852446321682e-09,True,"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]",680,95,27,11686,0.28421052631578947,0.039705882352941174,query_1,['GO:0048856']
GO:BP,GO:0090304,nucleic acid metabolic process,3.5624634890263958e-09,True,"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]",2315,95,49,11686,0.5157894736842106,0.021166306695464362,query_1,"['GO:0006139', 'GO:0043170']"
GO:BP,GO:0007423,sensory organ development,4.443744366673363e-09,True,"""The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure."" [GOC:go_curators]",492,95,23,11686,0.24210526315789474,0.046747967479674794,query_1,['GO:0048513']
GO:BP,GO:0003002,regionalization,4.443744366673363e-09,True,"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]",492,95,23,11686,0.24210526315789474,0.046747967479674794,query_1,['GO:0007389']
GO:BP,GO:0034654,nucleobase-containing compound biosynthetic process,9.49880403295917e-09,True,"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]",2109,95,46,11686,0.4842105263157895,0.021811284969179705,query_1,"['GO:0006139', 'GO:0009058']"
GO:BP,GO:0001745,compound eye morphogenesis,5.189742605167857e-08,True,"""The morphogenetic process in which the anatomical structures of the compound eye are generated and organized. The adult compound eye is a precise assembly of 700-800 ommatidia. Each ommatidium is composed of 20 cells, identified by cell type and position. An example of compound eye morphogenesis is found in Drosophila melanogaster."" [GOC:dph, GOC:mtg_sensu]",316,95,18,11686,0.18947368421052632,0.056962025316455694,query_1,"['GO:0048592', 'GO:0048749']"
GO:BP,GO:0060322,head development,5.19069893077785e-08,True,"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]",136,95,13,11686,0.1368421052631579,0.09558823529411764,query_1,['GO:0048856']
GO:BP,GO:0010467,gene expression,7.810388814676918e-08,True,"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]",2798,95,52,11686,0.5473684210526316,0.01858470335954253,query_1,['GO:0009059']
GO:BP,GO:0090596,sensory organ morphogenesis,8.662291446233958e-08,True,"""Morphogenesis of a sensory organ. A sensory organ is defined as a tissue or set of tissues that work together to receive and transmit signals from external or internal stimuli. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:kmv, ISBN:978-0199210893]",326,95,18,11686,0.18947368421052632,0.05521472392638037,query_1,"['GO:0007423', 'GO:0009887']"
GO:BP,GO:0048592,eye morphogenesis,8.662291446233958e-08,True,"""The process in which the anatomical structures of the eye are generated and organized."" [GOC:jid, GOC:mtg_sensu]",326,95,18,11686,0.18947368421052632,0.05521472392638037,query_1,"['GO:0001654', 'GO:0090596']"
GO:BP,GO:0050793,regulation of developmental process,1.0270986950839528e-07,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",687,95,25,11686,0.2631578947368421,0.036390101892285295,query_1,"['GO:0032502', 'GO:0050789']"
GO:BP,GO:0009059,macromolecule biosynthetic process,1.2551101140083744e-07,True,"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",3031,95,54,11686,0.5684210526315789,0.017815902342461234,query_1,"['GO:0009058', 'GO:0043170']"
GO:BP,GO:0007379,segment specification,1.7981237099236253e-07,True,"""The process in which segments assume individual identities; exemplified in insects by the actions of the products of the homeotic genes."" [http://fly.ebi.ac.uk/allied-data/lk/interactive-fly/aimain/1aahome.htm, ISBN:0879694238]",34,95,8,11686,0.08421052631578947,0.23529411764705882,query_1,"['GO:0007389', 'GO:0035282']"
GO:BP,GO:1902679,negative regulation of RNA biosynthetic process,2.18427262689039e-07,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",345,95,18,11686,0.18947368421052632,0.05217391304347826,query_1,"['GO:0010558', 'GO:0032774', 'GO:0051253', 'GO:2001141']"
GO:BP,GO:0045892,negative regulation of DNA-templated transcription,2.18427262689039e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",345,95,18,11686,0.18947368421052632,0.05217391304347826,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902679']"
GO:BP,GO:0009790,embryo development,2.230197632835091e-07,True,"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",543,95,22,11686,0.23157894736842105,0.040515653775322284,query_1,['GO:0007275']
GO:BP,GO:0006139,nucleobase-containing compound metabolic process,3.9867800231706616e-07,True,"""Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:ai]",2625,95,49,11686,0.5157894736842106,0.018666666666666668,query_1,['GO:0044238']
GO:BP,GO:0051253,negative regulation of RNA metabolic process,4.160065098439639e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",359,95,18,11686,0.18947368421052632,0.05013927576601671,query_1,"['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']"
GO:BP,GO:0045165,cell fate commitment,6.701150762906108e-07,True,"""The cellular developmental process by which a cell establishes the intrinsic character of a cell or tissue region irreversibly committing it to a particular fate."" [ISBN:0716731185]",324,95,17,11686,0.17894736842105263,0.05246913580246913,query_1,"['GO:0030154', 'GO:0048869']"
GO:BP,GO:0035282,segmentation,6.730338938997943e-07,True,"""The regionalization process that divides an organism or part of an organism into a series of semi-repetitive parts, or segments, often arranged along a longitudinal axis."" [PMID:10611687, PMID:9706689]",240,95,15,11686,0.15789473684210525,0.0625,query_1,['GO:0003002']
GO:BP,GO:0009058,biosynthetic process,7.411759089729774e-07,True,"""A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]",3591,95,58,11686,0.6105263157894737,0.01615148983570036,query_1,['GO:0008152']
